"Geo","Year","TotEmp","RetEmp","SvcEmp"
2063.02,2045,8.89030781790931,1.87407475879136,0.963809875949843
2064,2045,217.642048918412,121.501933601974,59.8464728771184
2065,2045,719.091331493885,47.8027683169054,659.621717677578
2066.01,2045,14.2940911180583,0.361101062777258,9.67223159578781
2066.02,2045,774.893642179397,71.7294140741551,463.966982836425
2067,2045,840.785284974828,89.5894404408409,538.077705500076
2068,2045,234.928794596742,3.44230740173846,146.573273278025
2069.01,2045,1664.54574467601,68.2051899662536,1500.06557305891
2069.02,2045,234.678537017272,1.28402078125118,226.689159356742
2070,2045,488.920942900548,178.336262293477,218.586561711766
2071,2045,85.8748064101789,3.64858424312632,55.2149072245216
2072,2045,292.678079093677,43.2791832430861,144.56489221177
2073.01,2045,242.718017134757,38.928460625181,107.357030965681
2073.02,2045,74.3774245436505,11.9477299030884,31.3779958825939
2073.03,2045,458.936663322022,50.1318353389975,237.69362288813
2074.01,2045,65.4724074100651,14.4541176939034,27.2668988018986
2074.02,2045,76.7156672259276,16.6862373318546,37.9107822723902
2075.01,2045,152.143774135748,66.1858929335028,34.0145221911419
2075.02,2045,585.619064544998,364.310094122792,51.0922067880096
2076.01,2045,527.26937718329,236.380141364399,112.366870221244
2076.02,2045,751.686617829281,514.622484519008,36.9076371495428
2076.03,2045,83.5313604538321,36.3379816952243,18.6749627446343
2077,2045,542.524888346542,1.33639673155378,54.6006265541118
2078,2045,26.5481208996812,0.00713710796991927,24.0064741193943
2079.01,2045,82.7944537079271,22.149574644367,24.9556094285411
2079.02,2045,390.419077830538,62.2715304632057,193.916191500745
2080.01,2045,26.8014134552079,3.86662877144671,14.3057863412959
2080.02,2045,40.1236700291209,3.28201608213916,29.5572304578044
2080.03,2045,22.3084144064975,0.821888951818328,16.7900171585744
2080.04,2045,66.9266885692137,17.0365932636862,19.35702872643
2081,2045,365.965640305031,57.3159117457959,260.772039142965
2082,2045,344.075576336043,53.0475038162064,134.166128385539
2083,2045,178.941318322223,65.8820381287269,64.5118268990372
2084,2045,109.803687527037,29.9638281843739,55.3729734360215
2085.01,2045,78.7977272320999,25.7044610395959,25.966500456205
2085.02,2045,285.748063482106,75.3074662350067,99.637429390711
2086.01,2045,48.6187606146889,3.00107161722824,28.2340680076116
2086.02,2045,90.2853347114211,3.90030195026646,54.3583113505639
2086.03,2045,52.5332051560124,2.1709045769446,31.6881024048501
2087,2045,382.196815682473,17.1325884861945,229.388756432444
2088,2045,325.586481340687,10.5041023584573,219.519863758469
2089.01,2045,327.852132545356,5.8544142051368,277.723176222986
2089.02,2045,45.8054791302501,0.999598117371511,38.5759093504922
2089.03,2045,241.751201408346,2.95600239682969,208.190207181489
2089.04,2045,255.798937211356,3.77514699491516,217.275403032092
2090,2045,472.875076509284,9.07007744038877,380.890972290514
2091,2045,315.643662252189,55.1860008003595,60.7938072106681
2092,2045,28.1924667990554,0.00343252391852342,3.33056354730018
2093,2045,131.131161070438,15.9592219970264,18.9500436750257
2094,2045,23.6545051647007,0.0164836217325389,3.2015013863598
2095,2045,87.8995375872129,0.0704565806099583,10.3668298479295
2096.01,2045,40.3020310709464,0.267270761578046,28.440295888683
2096.02,2045,53.1510181199993,12.8956063909989,16.462166938112
2097,2045,118.01911239563,15.8102189951755,61.25939280753
2098,2045,795.389719428875,44.0367728767952,371.939553412648
2099.01,2045,136.280305053412,1.32356025260733,85.2840990027955
2099.02,2045,220.481591610107,3.26922890261528,129.962918240923
2100,2045,422.567076285393,1.8494949055425,282.744578690131
2101,2045,592.680949582036,20.7427392179824,268.693300945051
2102,2045,403.238356616881,23.5971030969514,139.919794439928
2103,2045,6.57635146653921,0.116105444035936,3.63377325857966
2104,2045,52.6947421528002,5.53591376873676,7.12049438553669
2105,2045,81.6492981261508,8.57886429423835,11.0452373411123
2106,2045,912.671464313406,33.9394185736328,443.586299462344
2107,2045,4.39341447737672,0.0371256719347298,2.63672086646828
2108,2045,1995.32300761494,57.2510700050833,759.206406324687
2109,2045,39.5128137134765,4.13086014374497,5.46959420945304
2110,2045,469.030044618916,13.4570102367487,178.449210985289
2111.01,2045,595.501323035878,17.1071233448772,227.021712672898
2111.02,2045,322.113436660828,13.9998882840167,212.943101833365
2112.01,2045,198.347516362753,9.76895055756954,153.026448936037
2112.02,2045,60.5352214299496,3.00870881858596,47.1765542754279
2112.03,2045,39.8742552312004,1.98182183057656,31.0749663034404
2112.04,2045,76.8922965298489,3.90303928055261,59.8272491502662
2112.05,2045,13.5778271532759,5.4282315432013,5.28491677053046
2112.06,2045,48.9608826750626,2.74262509914744,37.8125196153949
2113,2045,30.3258368403279,0.654437549883289,21.9690246355508
2114.01,2045,197.13500859494,5.65543305753608,75.0784269757807
2114.02,2045,378.208411102656,11.0289523233754,153.908552191905
2114.03,2045,286.085276120796,16.9684123109026,89.9605132496523
2115.01,2045,213.153604377387,7.40592276173632,55.5377514004281
2115.02,2045,601.554698583522,48.4388929931178,122.65724943846
2116.01,2045,1416.37040538771,42.0274712018382,538.524958108332
2116.02,2045,267.849745177882,7.68092054378267,101.9536084218
2117.01,2045,1088.24208363892,31.2186690660371,413.986698484405
2117.02,2045,295.208082079941,8.47066645252897,113.26543536525
2118,2045,2404.53503066597,223.040829707919,827.018496748657
2119,2045,2610.53350747648,242.36838517989,897.643225201206
2120,2045,2046.55807390596,189.118295459547,704.197825353411
2121,2045,1018.0782847649,94.4067732083563,350.198376398055
2122,2045,285.753045085481,12.7855546339564,157.546352193171
2123,2045,104.210028887853,8.01996443459106,41.1747991295643
2124,2045,61.3778323703384,4.6483124996871,22.719715554741
2125,2045,290.082558954868,42.249723626683,46.9935102309227
2126,2045,405.262461269967,22.0283231144605,226.21435116878
2127,2045,62.0497804186367,0.260237709749041,55.9108336066535
2128,2045,371.334167013079,116.221861763614,111.273161639238
2129,2045,57.9977035155296,0.712322131963753,43.5878277427707
2130,2045,86.3813271095539,0.465132532919811,80.3245733228584
2131,2045,323.278278528813,62.085196834615,150.894931618908
2132,2045,286.336889110575,13.3800302440754,140.219988489967
2133,2045,144.897313546699,4.99539477521172,83.1588613360692
2134,2045,67.9666930056132,1.3498663362447,46.7422879609132
2135,2045,460.505711069834,183.633459758892,151.470982313042
2136,2045,229.987502773944,1.04488271962641,187.39475021575
2137,2045,128.437021053638,11.0411621898898,71.3966003447383
