Geo,Year,SFDU,MFDU,GQDU
1879,2045,221,611,2
1880,2045,82,989,2
1881,2045,260,713,2
1882,2045,35,626,2
1883,2045,254,702,2
1884,2045,48,756,2
1885,2045,10,283,2
1886,2045,11,293,2
1887,2045,21,326,2
1888,2045,6,147,2
1889,2045,18,442,2
1890,2045,9,230,2
1891,2045,46,570,2
1892,2045,46,499,2
1893,2045,6,157,2
1894,2045,10,256,2
1895,2045,25,655,2
1896,2045,8,262,2
1897,2045,11,324,2
1898,2045,6,167,2
1899,2045,10,261,2
1900,2045,17,324,2
1901.01,2045,1242,452,2
1901.02,2045,215,78,2
1901.03,2045,159,58,2
1902,2045,554,351,2
1903,2045,447,1061,2
1904,2045,59,22,2
1905,2045,1889,1379,2
1906.01,2045,84,71,2
1906.02,2045,299,244,2
1907,2045,236,39,2
1908,2045,2080,783,2
1909,2045,58,9,2
1910,2045,67,24,2
1911,2045,612,225,2
1912,2045,377,138,2
1913,2045,412,458,2
1914,2045,329,366,2
1915,2045,55,876,2
1916,2045,48,597,2
1917,2045,25,386,2
1918,2045,190,1243,2
1919,2045,263,1564,2
1920,2045,221,839,2
1921,2045,70,319,2
1922,2045,125,737,2
1923,2045,43,164,2
1924,2045,173,568,2
1925,2045,169,671,2
1926,2045,49,201,2
1927,2045,151,574,2
1928,2045,274,358,2
1929,2045,29,176,2
1930,2045,46,461,2
1931,2045,663,1390,2
1932,2045,169,423,2
1933,2045,317,412,2
1934,2045,182,236,2
1935,2045,898,1074,2
1936,2045,459,600,2
1937,2045,515,459,2
1938,2045,562,731,2
1939,2045,638,576,2
1940,2045,525,459,2
1941,2045,95,127,2
1942,2045,3,20,2
1943.01,2045,17,243,2
1943.02,2045,1,11,2
1943.03,2045,20,200,2
1944.01,2045,71,15,2
1944.02,2045,173,34,2
1944.03,2045,470,87,2
1944.04,2045,284,51,2
1944.05,2045,426,87,2
1944.06,2045,807,150,2
1945.01,2045,64,70,2
1945.02,2045,401,448,2
1945.03,2045,254,272,2
1946,2045,118,131,2
1947,2045,76,855,2
1948,2045,82,589,2
1949,2045,72,595,2
1950,2045,180,1053,2
1951,2045,86,734,2
1952,2045,331,671,2
1953,2045,96,860,2
1954,2045,207,1548,2
1955,2045,81,473,2
1956,2045,49,272,2
1957,2045,1008,288,2
1958,2045,460,132,2
1959,2045,120,910,2
1960,2045,100,589,2
1961,2045,418,828,2
1962,2045,612,1310,2
1963,2045,520,532,2
1964,2045,149,143,2
1965,2045,71,323,2
1966.01,2045,89,87,2
1966.02,2045,163,159,2
1967,2045,358,351,2
1968.01,2045,948,236,2
1968.02,2045,252,62,2
1969.01,2045,591,226,2
1969.02,2045,250,95,2
1970,2045,246,233,2
1971,2045,381,150,2
1972.01,2045,75,70,2
1972.02,2045,255,239,2
1972.03,2045,47,44,2
1972.04,2045,220,212,2
1973.01,2045,705,272,2
1973.02,2045,163,61,2
1973.03,2045,478,183,2
1973.04,2045,572,221,2
1974,2045,605,571,2
1975,2045,313,1156,2
1976,2045,586,1279,2
1977,2045,119,542,2
1978,2045,239,1479,2
1979,2045,154,1826,2
1980,2045,119,1166,2
1981,2045,212,977,2
1982,2045,1679,1373,2
1983,2045,22,179,2
1984,2045,108,873,2
1985,2045,137,1085,2
1986,2045,767,2723,2
1987,2045,117,873,2
1988,2045,46,505,2
1989.01,2045,521,1773,2
1989.02,2045,41,138,2
1989.03,2045,17,57,2
1990,2045,1141,1037,2
1991,2045,98,96,2
1992,2045,97,94,2
1993,2045,7,18,2
1994,2045,145,293,2
1995,2045,12,35,2
1996,2045,317,857,2
1997,2045,29,227,2
1998,2045,422,1258,2
1999,2045,232,378,2
2000,2045,416,682,2
2001,2045,302,477,2
2002,2045,638,207,2
2003,2045,704,491,2
2004,2045,28,142,2
2005,2045,21,158,2
2006.01,2045,605,526,2
2006.02,2045,40,35,2
2007,2045,1312,1346,2
2008,2045,66,946,2
2009,2045,112,333,2
2010,2045,113,114,2
2011,2045,107,698,2
2012.01,2045,38,203,2
2012.02,2045,13,47,2
2013.01,2045,70,412,2
2013.02,2045,12,60,2
2014,2045,333,581,2
2015,2045,212,370,2
2016,2045,29,51,2
2017,2045,127,219,2
2018.01,2045,74,62,2
2018.02,2045,60,50,2
2018.03,2045,129,107,2
2019,2045,174,297,2
2020,2045,623,540,2
2021,2045,630,528,2
2022,2045,126,106,2
2023,2045,687,585,2
2024,2045,165,167,2
2025.01,2045,124,126,2
2025.02,2045,57,58,2
2025.03,2045,45,46,2
2026,2045,181,181,2
2027,2045,156,156,2
2028,2045,673,682,2
2029,2045,128,128,2
2030,2045,153,156,2
2031,2045,98,282,2
2032,2045,100,269,2
2033,2045,577,1693,2
2034,2045,893,2061,2
2035,2045,267,1233,2
2036.01,2045,667,66,2
2036.02,2045,112,42,2
2036.03,2045,56,2,2
2037,2045,79,694,2
2038,2045,993,1583,2
2039,2045,187,388,2
2040,2045,119,349,2
2041,2045,90,636,2
2042,2045,134,1351,2
2043,2045,49,357,2
2044.01,2045,2323,629,2
2044.02,2045,217,60,2
2045,2045,2974,797,2
2046,2045,59,118,2
2047.01,2045,489,1197,2
2047.02,2045,63,54,2
2048,2045,19,762,2
2049,2045,201,1271,2
2050,2045,53,343,2
2051,2045,85,556,2
2052,2045,679,770,2
2053,2045,97,595,2
2054,2045,505,599,2
2055,2045,66,405,2
2056,2045,42,270,2
2057,2045,99,646,2
2058,2045,84,377,2
2059,2045,2117,1122,2
2060,2045,904,771,2
2061.01,2045,123,58,2
2061.02,2045,360,156,2
2062.01,2045,58,307,2
2062.02,2045,401,1103,2
2062.03,2045,164,1070,2
2063.01,2045,41,51,2
2063.02,2045,957,414,2
2064,2045,449,168,2
2065,2045,1198,449,2
2066.01,2045,113,169,2
2066.02,2045,265,398,2
2067,2045,332,903,2
2068,2045,213,2328,2
2069.01,2045,115,378,2
2069.02,2045,378,796,2
2070,2045,434,913,2
2071,2045,21,698,2
2072,2045,220,1294,2
2073.01,2045,569,193,2
2073.02,2045,1726,588,2
2073.03,2045,1775,2500,2
2074.01,2045,215,80,2
2074.02,2045,29,55,2
2075.01,2045,950,607,2
2075.02,2045,827,526,2
2076.01,2045,346,220,2
2076.02,2045,477,307,2
2076.03,2045,438,278,2
2077,2045,38,593,2
2078,2045,13,221,2
2079.01,2045,77,119,2
2079.02,2045,753,1290,2
2080.01,2045,13,20,2
2080.02,2045,85,127,2
2080.03,2045,65,111,2
2080.04,2045,92,155,2
2081,2045,560,641,2
2082,2045,1388,2370,2
2083,2045,292,264,2
2084,2045,179,152,2
2085.01,2045,344,310,2
2085.02,2045,1515,1365,2
2086.01,2045,76,250,2
2086.02,2045,27,225,2
2086.03,2045,44,139,2
2087,2045,50,383,2
2088,2045,109,1174,2
2089.01,2045,482,6,183
2089.02,2045,462,9,183
2089.03,2045,38,0,2
2089.04,2045,184,93,183
2090,2045,552,78,2
2091,2045,65,383,2
2092,2045,16,136,2
2093,2045,34,280,2
2094,2045,2,64,2
2095,2045,7,344,2
2096.01,2045,127,748,2
2096.02,2045,89,485,2
2097,2045,119,221,2
2098,2045,328,506,2
2099.01,2045,75,143,2
2099.02,2045,327,618,2
2100,2045,404,780,2
2101,2045,99,175,2
2102,2045,260,461,2
2103,2045,34,45,2
2104,2045,107,189,2
2105,2045,124,220,2
2106,2045,1175,1301,2
2107,2045,13,52,2
2108,2045,167,325,2
2109,2045,97,171,2
2110,2045,93,183,2
2111.01,2045,41,80,2
2111.02,2045,519,55,2
2112.01,2045,123,7,2
2112.02,2045,331,9,2
2112.03,2045,86,3,2
2112.04,2045,120,2,2
2112.05,2045,6,0,2
2112.06,2045,121,4,2
2113,2045,48,271,2
2114.01,2045,118,245,2
2114.02,2045,46,302,2
2114.03,2045,9,49,2
2115.01,2045,65,274,2
2115.02,2045,82,410,2
2116.01,2045,100,194,2
2116.02,2045,18,36,2
2117.01,2045,74,146,2
2117.02,2045,23,67,2
2118,2045,86,227,2
2119,2045,66,175,2
2120,2045,52,132,2
2121,2045,26,66,2
2122,2045,165,187,2
2123,2045,35,42,2
2124,2045,3,23,2
2125,2045,271,1697,2
2126,2045,119,1363,2
2127,2045,106,1120,2
2128,2045,391,2203,2
2129,2045,114,713,2
2130,2045,138,934,2
2131,2045,87,1372,2
2132,2045,187,2040,2
2133,2045,157,1473,2
2134,2045,109,978,2
2135,2045,143,1859,2
2136,2045,182,1274,2
2137,2045,237,1255,2
2138,2045,524,1667,2
2139,2045,235,1002,2
2140,2045,356,1199,2
2141,2045,124,676,2
2142,2045,697,1920,2
2143,2045,31,1015,2
2144,2045,277,2062,2
2145,2045,384,1788,2
2146,2045,317,1652,2
2147,2045,224,1808,2
2148,2045,159,849,2
2149,2045,19,312,2
2150,2045,567,2051,2
2151,2045,4,133,2
2152,2045,11,356,2
2153,2045,6,185,2
2154,2045,10,330,2
2155,2045,22,530,2
2156,2045,8,429,2
2157,2045,7,354,2
2158,2045,20,609,2
2159,2045,12,187,2
