Geo,Year,D4c
1977,2045,44.74778
1978,2045,40.96015
1979,2045,65.04465
1980,2045,40.40757
1981,2045,149.93763
1982,2045,95.45124
1983,2045,64.12862
1984,2045,75.933
1985,2045,55.78491
1986,2045,55.66631
1987,2045,53.72763
1988,2045,26.08367
1989.01,2045,51.43661
1989.02,2045,94.55316
1989.03,2045,94.72011
1990,2045,92.54289
1991,2045,129.23978
1992,2045,123.3993
1993,2045,177.66305
1994,2045,226.76658
1995,2045,163.04543
1996,2045,177.17586
1997,2045,88.5039
1998,2045,113.30072
1999,2045,167.92863
2000,2045,92.34168
2001,2045,152.2212
2002,2045,68.95721
2003,2045,62.23073
2004,2045,86.90754
2005,2045,149.90884
2006.01,2045,58
2006.02,2045,58
2007,2045,76.70825
2008,2045,48.31604
2009,2045,143.30403
2010,2045,160.6171
2011,2045,83.80062
2012.01,2045,69.45639
2012.02,2045,77.87936
2013.01,2045,147.82227
2013.02,2045,146.57421
2014,2045,99.40177
2015,2045,103.3432
2016,2045,103.33333
2017,2045,103.41853
2018.01,2045,84.66667
2018.02,2045,84.66787
2018.03,2045,84.39391
2019,2045,126.30212
2020,2045,89.27793
2021,2045,87.68725
2022,2045,85.69186
2023,2045,60.72845
2024,2045,163.68955
2025.01,2045,166.18179
2025.02,2045,165.94608
2025.03,2045,166.33333
2026,2045,149.66667
2027,2045,147.25659
2028,2045,149.66667
2029,2045,160.21148
2030,2045,160.5739
2031,2045,146.74098
2032,2045,147.37607
2033,2045,64.67308
2034,2045,68.63564
2035,2045,92.35186
2036.01,2045,51.75264
2036.02,2045,38.71068
2036.03,2045,51.96857
2037,2045,41.77793
2038,2045,55.6509
2039,2045,62.4072
2040,2045,35.3253
2041,2045,43.52136
2042,2045,49.17199
2043,2045,38.62237
2044.01,2045,79.62212
2044.02,2045,148.59742
2045,2045,140.53125
2046,2045,119.51815
2047.01,2045,73.97248
2047.02,2045,122.14462
2048,2045,41.74246
2049,2045,80.92316
2050,2045,33.60305
2051,2045,44.45745
2052,2045,57.07038
2053,2045,137.91571
2054,2045,66.24605
2055,2045,120.03818
2056,2045,108.86031
2057,2045,29.5456
2058,2045,89.82077
2059,2045,137.90731
2060,2045,126.94053
2061.01,2045,175.78274
2061.02,2045,178.66667
2062.01,2045,151.43296
2062.02,2045,101.53809
2062.03,2045,91.26944
2063.01,2045,92.88986
2063.02,2045,178.6502
2064,2045,42.38173
2065,2045,181.92821
2066.01,2045,72.32242
2066.02,2045,71.68521
2067,2045,64.05797
2068,2045,34.41579
2069.01,2045,57.47054
2069.02,2045,52.72857
2070,2045,58.7729
2071,2045,33.6524
2072,2045,77.79341
2073.01,2045,65.51829
2073.02,2045,92.33101
2073.03,2045,48.95808
2074.01,2045,85.85115
2074.02,2045,121.4804
2075.01,2045,91.65137
2075.02,2045,99.21599
2076.01,2045,90.93487
2076.02,2045,92.3526
2076.03,2045,91.66667
2077,2045,75.0336
2078,2045,41.79738
2079.01,2045,54.90905
2079.02,2045,48.26746
2080.01,2045,74.77109
2080.02,2045,91.06616
2080.03,2045,88.66667
2080.04,2045,51.26203
2081,2045,117.33987
2082,2045,65.85641
2083,2045,80.15602
2084,2045,84.27167
2085.01,2045,86.68659
2085.02,2045,88.61307
2086.01,2045,128.05808
2086.02,2045,129.66667
2086.03,2045,126.78024
2087,2045,127.89459
2088,2045,51.76361
2089.01,2045,28.26498
2089.02,2045,28.52524
2089.03,2045,81.16097
2089.04,2045,51.05724
2090,2045,21.85181
2091,2045,0.31729
2092,2045,0
2093,2045,0
2094,2045,0.11571
2095,2045,0
2096.01,2045,49.05192
2096.02,2045,48.86869
2097,2045,40.99725
2098,2045,40.90994
2099.01,2045,30.09399
2099.02,2045,30.36018
2100,2045,29.25447
2101,2045,39.57311
2102,2045,28.39441
2103,2045,4.71541
2104,2045,25.6599
2105,2045,25.69688
2106,2045,63.23332
2107,2045,46.07183
2108,2045,67.38547
2109,2045,26.16293
2110,2045,67.29711
2111.01,2045,67.03084
2111.02,2045,52.25511
2112.01,2045,51.7171
2112.02,2045,52
2112.03,2045,52
2112.04,2045,51.79535
2112.05,2045,8.51511
2112.06,2045,51.56938
2113,2045,9.77895
2114.01,2045,65.82326
2114.02,2045,10.68441
2114.03,2045,21.31502
2115.01,2045,119.94388
2115.02,2045,30.88942
2116.01,2045,71.2561
2116.02,2045,69.07704
2117.01,2045,67.33333
2117.02,2045,47.34151
2118,2045,99.34619
2119,2045,95.83395
2120,2045,100.14729
2121,2045,92.38232
2122,2045,158.1745
2123,2045,34.12288
2124,2045,32.161
2125,2045,89.72258
2126,2045,25.21725
2127,2045,28.40272
2128,2045,40.14657
2129,2045,39.11052
2130,2045,29.55926
2131,2045,1.70387
2132,2045,8.9503
2133,2045,22.306
2134,2045,41.69765
2135,2045,27.66693
2136,2045,49.51707
2137,2045,39.88589
2138,2045,62.83172
2139,2045,18.33963
2140,2045,52.61592
2141,2045,27.20899
2142,2045,51.72938
2143,2045,27.19894
2144,2045,87.83137
2145,2045,61.50497
2146,2045,85.67761
2147,2045,21.87228
2148,2045,37.75138
2149,2045,1.04988
2150,2045,35.77793
2151,2045,13.19288
2152,2045,0.0035
2153,2045,0.00001
2154,2045,0.00046
2155,2045,1.40707
2156,2045,0.00002
2157,2045,0
2158,2045,0
2159,2045,0
