Geo,Year,PkgSpacesPerSFDU,PkgSpacesPerMFDU,PkgSpacesPerGQ,PropWkrPay,PropCashOut,PkgCost.2019,PropNonWrkTripPay
2008,2019,2,1.6,0,0.11,0,0,0
2009,2019,2,1.6,0,0.11,0,2.32,0
2010,2019,2,1.6,0,0.11,0,2.66,0
2011,2019,2,1.6,0,0.11,0,2.48,0
2012.01,2019,2,1.6,0,0.11,0,2.77,0
2012.02,2019,2,1.6,0,0.11,0,2.77,0
2013.01,2019,2,1.6,0,0.11,0,4.35,0
2013.02,2019,2,1.6,0,0.11,0,4.35,0
2014,2019,2,1.6,0,0.11,0,0.9,0
2015,2019,2,1.6,0,0.11,0,3.32,0
2016,2019,2,1.6,0,0.11,0,3.59,0
2017,2019,2,1.6,0,0.11,0,3.59,0
2018.01,2019,2,1.6,0,0.11,0,3.88,0
2018.02,2019,2,1.6,0,0.11,0,3.88,0
2018.03,2019,2,1.6,0,0.11,0,3.88,0
2019,2019,2,1.6,0,0.11,0,2.61,0
2020,2019,2,1.6,0,0.11,0,0,0
2021,2019,2,1.6,0,0.11,0,3.7,0
2022,2019,2,1.6,0,0.11,0,3.61,0
2023,2019,2,1.6,0,0.11,0,3.3,0
2024,2019,2,1.6,0,0.11,0,3.17,0
2025.01,2019,2,1.6,0,0.11,0,2.8,0
2025.02,2019,2,1.6,0,0.11,0,2.8,0
2025.03,2019,2,1.6,0,0.11,0,2.8,0
2026,2019,2,1.6,0,0.11,0,4.23,0
2027,2019,2,1.6,0,0.11,0,3.97,0
2028,2019,2,1.6,0,0.11,0,3.76,0
2029,2019,2,1.6,0,0.11,0,3.86,0
2030,2019,2,1.6,0,0.11,0,3.68,0
2031,2019,2,1.6,0,0.11,0,2.54,0
2032,2019,2,1.6,0,0.11,0,3.61,0
2033,2019,2,1.6,0,0.11,0,2.8,0
2034,2019,2,1.6,0,0.11,0,0,0
2035,2019,2,1.6,0,0.11,0,1.28,0
2036.01,2019,2,1.6,0,0.11,0,0.71,0
2036.02,2019,2,1.6,0,0.11,0,0.71,0
2036.03,2019,2,1.6,0,0.11,0,0.71,0
2037,2019,2,1.6,0,0.11,0,0,0
2038,2019,2,1.6,0,0.11,0,1.66,0
2039,2019,2,1.6,0,0.11,0,1.02,0
2040,2019,2,1.6,0,0.11,0,1.45,0
2041,2019,2,1.6,0,0.11,0,1.68,0
2042,2019,2,1.6,0,0.11,0,0,0
2043,2019,2,1.6,0,0.11,0,0,0
2044.01,2019,2,1.6,0,0.11,0,0.47,0
2044.02,2019,2,1.6,0,0.11,0,0.47,0
2045,2019,2,1.6,0,0.11,0,0.52,0
2046,2019,2,1.6,0,0.11,0,0.49,0
2047.01,2019,2,1.6,0,0.11,0,0,0
2047.02,2019,2,1.6,0,0.11,0,0,0
2048,2019,2,1.6,0,0.11,0,0,0
2049,2019,2,1.6,0,0.11,0,0,0
2050,2019,2,1.6,0,0.11,0,1.29,0
2051,2019,2,1.6,0,0.11,0,0.79,0
2052,2019,2,1.6,0,0.11,0,1.44,0
2053,2019,2,1.6,0,0.11,0,0,0
2054,2019,2,1.6,0,0.11,0,0,0
2055,2019,2,1.6,0,0.11,0,1.87,0
2056,2019,2,1.6,0,0.11,0,2.77,0
2057,2019,2,1.6,0,0.11,0,1.16,0
2058,2019,2,1.6,0,0.11,0,3.67,0
2059,2019,2,1.6,0,0.11,0,4.71,0
2060,2019,2,1.6,0,0.11,0,0.55,0
2061.01,2019,2,1.6,0,0.11,0,0.59,0
2061.02,2019,2,1.6,0,0.11,0,0.59,0
2062.01,2019,2,1.6,0,0.11,0,0.99,0
2062.02,2019,2,1.6,0,0.11,0,0.99,0
2062.03,2019,2,1.6,0,0.11,0,0.99,0
2063.01,2019,2,1.6,0,0.11,0,5.03,0
2063.02,2019,2,1.6,0,0.11,0,5.03,0
2064,2019,2,1.6,0,0.11,0,6.06,0
2065,2019,2,1.6,0,0.11,0,6.14,0
2066.01,2019,2,1.6,0,0.11,0,1.08,0
2066.02,2019,2,1.6,0,0.11,0,1.08,0
2067,2019,2,1.6,0,0.11,0,0,0
2068,2019,2,1.6,0,0.11,0,0,0
2069.01,2019,2,1.6,0,0.11,0,0,0
2069.02,2019,2,1.6,0,0.11,0,0,0
2070,2019,2,1.6,0,0.11,0,0,0
2071,2019,2,1.6,0,0.11,0,0,0
2072,2019,2,1.6,0,0.11,0,0,0
2073.01,2019,2,1.6,0,0.11,0,0,0
2073.02,2019,2,1.6,0,0.11,0,0,0
2073.03,2019,2,1.6,0,0.11,0,0,0
2074.01,2019,2,1.6,0,0.11,0,0.92,0
2074.02,2019,2,1.6,0,0.11,0,0.92,0
2075.01,2019,2,1.6,0,0.11,0,0.92,0
2075.02,2019,2,1.6,0,0.11,0,0.92,0
2076.01,2019,2,1.6,0,0.11,0,3.22,0
2076.02,2019,2,1.6,0,0.11,0,3.22,0
2076.03,2019,2,1.6,0,0.11,0,3.22,0
2077,2019,2,1.6,0,0.11,0,0,0
2078,2019,2,1.6,0,0.11,0,0,0
2079.01,2019,2,1.6,0,0.11,0,0,0
2079.02,2019,2,1.6,0,0.11,0,0,0
2080.01,2019,2,1.6,0,0.11,0,0,0
2080.02,2019,2,1.6,0,0.11,0,0,0
2080.03,2019,2,1.6,0,0.11,0,0,0
2080.04,2019,2,1.6,0,0.11,0,0,0
2081,2019,2,1.6,0,0.11,0,0,0
2082,2019,2,1.6,0,0.11,0,0,0
2083,2019,2,1.6,0,0.11,0,0,0
2084,2019,2,1.6,0,0.11,0,0,0
2085.01,2019,2,1.6,0,0.11,0,0,0
2085.02,2019,2,1.6,0,0.11,0,0,0
2086.01,2019,2,1.6,0,0.11,0,0,0
2086.02,2019,2,1.6,0,0.11,0,0,0
2086.03,2019,2,1.6,0,0.11,0,0,0
2087,2019,2,1.6,0,0.11,0,0,0
2088,2019,2,1.6,0,0.11,0,0,0
2089.01,2019,2,1.6,135,0.11,0,3.17,0
2089.02,2019,2,1.6,135,0.11,0,3.17,0
2089.03,2019,2,1.6,0,0.11,0,3.17,0
2089.04,2019,2,1.6,135,0.11,0,3.17,0
2090,2019,2,1.6,0,0.11,0,0,0
2091,2019,2,1.6,0,0.11,0,0,0
2092,2019,2,1.6,0,0.11,0,0,0
2093,2019,2,1.6,0,0.11,0,0,0
2094,2019,2,1.6,0,0.11,0,0,0
2095,2019,2,1.6,0,0.11,0,0,0
2096.01,2019,2,1.6,0,0.11,0,0,0
2096.02,2019,2,1.6,0,0.11,0,0,0
2097,2019,2,1.6,0,0.11,0,0,0
2098,2019,2,1.6,0,0.11,0,0,0
2099.01,2019,2,1.6,0,0.11,0,0,0
2099.02,2019,2,1.6,0,0.11,0,0,0
2100,2019,2,1.6,0,0.11,0,0,0
2101,2019,2,1.6,0,0.11,0,0.83,0
2102,2019,2,1.6,0,0.11,0,1.1,0
2103,2019,2,1.6,0,0.11,0,0,0
2104,2019,2,1.6,0,0.11,0,0,0
2105,2019,2,1.6,0,0.11,0,0,0
2106,2019,2,1.6,0,0.11,0,0,0
2107,2019,2,1.6,0,0.11,0,0,0
2108,2019,2,1.6,0,0.11,0,2.34,0
2109,2019,2,1.6,0,0.11,0,0.55,0
2110,2019,2,1.6,0,0.11,0,1.87,0
2111.01,2019,2,1.6,0,0.11,0,0.65,0
2111.02,2019,2,1.6,0,0.11,0,0.65,0
2112.01,2019,2,1.6,0,0.11,0,3.78,0
2112.02,2019,2,1.6,0,0.11,0,3.78,0
2112.03,2019,2,1.6,0,0.11,0,3.78,0
2112.04,2019,2,1.6,0,0.11,0,3.78,0
2112.05,2019,2,1.6,0,0.11,0,3.78,0
2112.06,2019,2,1.6,0,0.11,0,3.78,0
2113,2019,2,1.6,0,0.11,0,2.76,0
2114.01,2019,2,1.6,0,0.11,0,1.86,0
2114.02,2019,2,1.6,0,0.11,0,1.86,0
2114.03,2019,2,1.6,0,0.11,0,1.86,0
2115.01,2019,2,1.6,0,0.11,0,3.33,0
2115.02,2019,2,1.6,0,0.11,0,3.33,0
2116.01,2019,2,1.6,0,0.11,0,4.42,0
2116.02,2019,2,1.6,0,0.11,0,4.42,0
2117.01,2019,2,1.6,0,0.11,0,2.67,0
2117.02,2019,2,1.6,0,0.11,0,2.67,0
2118,2019,2,1.6,0,0.11,0,3.25,0
2119,2019,2,1.6,0,0.11,0,2.95,0
2120,2019,2,1.6,0,0.11,0,4.78,0
2121,2019,2,1.6,0,0.11,0,4.77,0
2122,2019,2,1.6,0,0.11,0,3.13,0
2123,2019,2,1.6,0,0.11,0,3.33,0
2124,2019,2,1.6,0,0.11,0,3.76,0
2125,2019,2,1.6,0,0.11,0,0,0
2126,2019,2,1.6,0,0.11,0,0,0
2127,2019,2,1.6,0,0.11,0,0,0
2128,2019,2,1.6,0,0.11,0,1.82,0
2129,2019,2,1.6,0,0.11,0,0,0
2130,2019,2,1.6,0,0.11,0,0,0
2131,2019,2,1.6,0,0.11,0,0,0
2132,2019,2,1.6,0,0.11,0,0,0
2133,2019,2,1.6,0,0.11,0,0,0
2134,2019,2,1.6,0,0.11,0,0,0
2135,2019,2,1.6,0,0.11,0,0,0
2136,2019,2,1.6,0,0.11,0,0,0
2137,2019,2,1.6,0,0.11,0,0,0
2138,2019,2,1.6,0,0.11,0,0,0
2139,2019,2,1.6,0,0.11,0,0,0
2140,2019,2,1.6,0,0.11,0,0,0
2141,2019,2,1.6,0,0.11,0,0,0
2142,2019,2,1.6,0,0.11,0,0,0
2143,2019,2,1.6,0,0.11,0,0,0
2144,2019,2,1.6,0,0.11,0,0,0
2145,2019,2,1.6,0,0.11,0,0,0
2146,2019,2,1.6,0,0.11,0,0,0
2147,2019,2,1.6,0,0.11,0,0,0
2148,2019,2,1.6,0,0.11,0,0,0
2149,2019,2,1.6,0,0.11,0,0,0
2150,2019,2,1.6,0,0.11,0,0,0
2151,2019,2,1.6,0,0.11,0,0,0
2152,2019,2,1.6,0,0.11,0,0,0
2153,2019,2,1.6,0,0.11,0,0,0
2154,2019,2,1.6,0,0.11,0,0,0
2155,2019,2,1.6,0,0.11,0,0,0
2156,2019,2,1.6,0,0.11,0,0,0
2157,2019,2,1.6,0,0.11,0,0,0
2158,2019,2,1.6,0,0.11,0,0,0
2159,2019,2,1.6,0,0.11,0,0,0
1611,2045,2,1.45,0,0.11,0,0,0
1612,2045,2,1.45,0,0.11,0,0,0
1613,2045,2,1.45,0,0.11,0,0,0
1614,2045,2,1.45,0,0.11,0,0,0
1615,2045,2,1.45,0,0.11,0,0,0
1616,2045,2,1.45,0,0.11,0,0,0
1617,2045,2,1.45,0,0.11,0,0,0
1618,2045,2,1.45,0,0.11,0,0,0
1619,2045,2,1.45,0,0.11,0,0,0
1620,2045,2,1.45,0,0.11,0,0,0
1621,2045,2,1.45,0,0.11,0,0,0
1622,2045,2,1.45,0,0.11,0,0,0
1623,2045,2,1.45,0,0.11,0,0,0
1624,2045,2,1.45,0,0.11,0,0,0
1625,2045,2,1.45,0,0.11,0,0,0
1626,2045,2,1.45,0,0.11,0,0,0
1627,2045,2,1.45,0,0.11,0,2.51,0
1628.01,2045,2,1.45,702,0.11,0,3.54,0
1628.02,2045,2,1.45,702,0.11,0,3.54,0
1628.03,2045,2,1.45,702,0.11,0,3.54,0
1629,2045,2,1.45,0,0.11,0,1.74,0
1630.01,2045,2,1.75,0,0.11,0,3.96,0
1630.02,2045,2,1.75,0,0.11,0,3.96,0
1631,2045,2,1.75,0,0.11,0,3.75,0
1632.01,2045,2,1.75,0,0.11,0,2.61,0
1632.02,2045,2,1.75,0,0.11,0,2.61,0
1632.03,2045,2,1.75,0,0.11,0,2.61,0
1632.04,2045,2,1.75,0,0.11,0,2.61,0
1633,2045,2,1.45,0,0.11,0,3.8,0
1634,2045,2,1.75,0,0.11,0,3.78,0
1635,2045,2,1.45,0,0.11,0,0.76,0
1636,2045,2,1.45,0,0.11,0,2.28,0
1637,2045,2,1.45,0,0.11,0,4.15,0
1638.01,2045,2,1.45,0,0.11,0,5.63,0
1638.02,2045,2,1.45,0,0.11,0,5.63,0
1639.01,2045,2,1.45,0,0.11,0,5.02,0
1639.02,2045,2,1.45,0,0.11,0,5.02,0
1640,2045,2,1.45,0,0.11,0,3.73,0
1641,2045,2,1.45,0,0.11,0,3.96,0
1642,2045,2,1.45,0,0.11,0,4.4,0
1643,2045,2,1.45,0,0.11,0,2.83,0
1644,2045,2,1.45,0,0.11,0,4.04,0
1645,2045,2,1.45,0,0.11,0,4.62,0
1646,2045,2,1.45,0,0.11,0,5.1,0
1647.01,2045,2,1.45,0,0.11,0,5.08,0
1647.02,2045,2,1.45,0,0.11,0,5.08,0
1648,2045,2,1.45,0,0.11,0,3.49,0
1649,2045,2,1.45,0,0.11,0,3.56,0
1650,2045,2,1.45,0,0.11,0,4.65,0
1651,2045,2,1.45,0,0.11,0,4.09,0
1652.01,2045,2,1.45,0,0.11,0,4.26,0
1652.02,2045,2,1.45,0,0.11,0,4.26,0
1653,2045,2,1.45,0,0.11,0,0,0
1654.01,2045,2,1.45,0,0.11,0,0,0
1654.02,2045,2,1.45,0,0.11,0,0,0
1655,2045,2,1.45,0,0.11,0,0,0
1656,2045,2,1.45,0,0.11,0,0.88,0
1657,2045,2,1.45,0,0.11,0,2.1,0
1658,2045,2,1.45,0,0.11,0,2.05,0
1659,2045,2,1.45,0,0.11,0,0,0
1660,2045,2,1.45,0,0.11,0,0.53,0
1661,2045,2,1.45,0,0.11,0,1.44,0
1662.01,2045,2,1.45,0,0.11,0,5.39,0
1662.02,2045,2,1.45,0,0.11,0,5.39,0
1662.03,2045,2,1.45,0,0.11,0,5.39,0
1663,2045,2,1.45,0,0.11,0,4.04,0
1664,2045,2,1.45,0,0.11,0,0,0
1665.01,2045,2,1.45,0,0.11,0,0,0
1665.02,2045,2,1.45,0,0.11,0,0,0
1666,2045,2,1.45,0,0.11,0,0,0
1667,2045,2,1.45,0,0.11,0,2.43,0
1668,2045,2,1.45,0,0.11,0,0,0
1669,2045,2,1.45,0,0.11,0,0,0
1670,2045,2,1.45,0,0.11,0,0,0
1671,2045,2,1.45,0,0.11,0,0,0
1672.01,2045,2,1.45,0,0.11,0,3.13,0
1672.02,2045,2,1.45,0,0.11,0,3.13,0
1673.01,2045,2,1.45,0,0.11,0,2.88,0
1673.02,2045,2,1.45,0,0.11,0,2.88,0
1673.03,2045,2,1.45,0,0.11,0,2.88,0
1674,2045,2,1.45,0,0.11,0,2.96,0
1675.01,2045,2,1.45,0,0.11,0,4.3,0
1675.02,2045,2,1.45,0,0.11,0,4.3,0
1676.01,2045,2,1.45,0,0.11,0,1.84,0
1676.02,2045,2,1.45,0,0.11,0,1.84,0
1676.03,2045,2,1.45,0,0.11,0,1.84,0
1677,2045,2,1.45,0,0.11,0,1.58,0
1678,2045,2,1.45,0,0.11,0,4.63,0
1679,2045,2,1.45,0,0.11,0,3.2,0
1680,2045,2,1.45,0,0.11,0,3.8,0
1681,2045,2,1.45,0,0.11,0,5.55,0
1682.01,2045,2,1.45,0,0.11,0,6.14,0
1682.02,2045,2,1.45,0,0.11,0,6.14,0
1683,2045,2,1.45,0,0.11,0,5.96,0
1684,2045,2,1.45,0,0.11,0,4.65,0
1685,2045,2,1.45,0,0.11,0,4.36,0
1686,2045,2,1.45,0,0.11,0,0,0
1687,2045,2,1.45,0,0.11,0,0,0
1688.01,2045,2,1.45,0,0.11,0,6.58,0
1688.02,2045,2,1.45,0,0.11,0,6.58,0
1688.03,2045,2,1.45,0,0.11,0,6.58,0
1689.01,2045,2,1.45,0,0.11,0,6.05,0
1689.02,2045,2,1.45,0,0.11,0,6.05,0
1689.03,2045,2,1.45,0,0.11,0,6.05,0
1690.01,2045,2,1.45,0,0.11,0,6.43,0
1690.02,2045,2,1.45,0,0.11,0,6.43,0
1691,2045,2,1.45,0,0.11,0,5.3,0
1692,2045,2,1.45,0,0.11,0,2.74,0
1693,2045,2,1.45,0,0.11,0,1.73,0
1694,2045,2,1.45,0,0.11,0,2.7,0
1695,2045,2,1.45,0,0.11,0,2.35,0
1696,2045,2,1.45,0,0.11,0,2.77,0
1697,2045,2,1.45,0,0.11,0,2.58,0
1698,2045,2,1.45,0,0.11,0,0,0
1699,2045,2,1.45,0,0.11,0,0,0
1700,2045,2,1.45,0,0.11,0,0,0
1701,2045,2,1.45,0,0.11,0,0,0
1702,2045,2,1.45,0,0.11,0,0,0
1703,2045,2,1.45,0,0.11,0,5.82,0
1704.01,2045,2,1.45,0,0.11,0,4.89,0
1704.02,2045,2,1.45,0,0.11,0,4.89,0
1704.03,2045,2,1.45,0,0.11,0,4.89,0
1705,2045,2,1.45,0,0.11,0,5.16,0
1706,2045,2,1.45,0,0.11,0,1.18,0
1707,2045,2,1.45,0,0.11,0,0,0
1708,2045,2,1.45,0,0.11,0,0,0
1709,2045,2,1.45,0,0.11,0,0,0
1710,2045,2,1.45,0,0.11,0,0,0
1711,2045,2,1.45,0,0.11,0,0,0
1712,2045,2,1.45,0,0.11,0,0,0
1713,2045,2,1.45,0,0.11,0,0,0
1714,2045,2,1.45,0,0.11,0,0,0
1715,2045,2,1.45,0,0.11,0,0,0
1716,2045,2,1.45,0,0.11,0,0,0
1717,2045,2,1.45,0,0.11,0,0,0
1718,2045,2,1.45,0,0.11,0,0,0
1719,2045,2,1.45,0,0.11,0,0,0
1720,2045,2,1.45,0,0.11,0,0,0
1721,2045,2,1.45,0,0.11,0,0,0
1722,2045,2,1.45,0,0.11,0,0,0
1723,2045,2,1.45,0,0.11,0,3.61,0
1724,2045,2,1.45,0,0.11,0,0,0
1725.01,2045,2,1.45,0,0.11,0,6.29,0
1725.02,2045,2,1.45,0,0.11,0,6.29,0
1726.01,2045,2,1.45,0,0.11,0,5.35,0
1726.02,2045,2,1.45,0,0.11,0,5.35,0
1727,2045,2,1.45,0,0.11,0,5.61,0
1728.01,2045,2,1.45,0,0.11,0,5.4,0
1728.02,2045,2,1.45,0,0.11,0,5.4,0
1729.01,2045,2,1.45,0,0.11,0,7.65,0
1729.02,2045,2,1.45,0,0.11,0,7.65,0
1730.01,2045,2,1.45,0,0.11,0,6.88,0
1730.02,2045,2,1.45,0,0.11,0,6.88,0
1731.01,2045,2,1.45,0,0.11,0,7.01,0
1731.02,2045,2,1.45,0,0.11,0,7.01,0
1731.03,2045,2,1.45,0,0.11,0,7.01,0
1732,2045,2,1.45,0,0.11,0,5.07,0
1733,2045,2,1.45,0,0.11,0,0,0
1734,2045,2,1.45,0,0.11,0,0,0
1735,2045,2,1.45,0,0.11,0,2.26,0
1736,2045,2,1.45,0,0.11,0,1.73,0
1737,2045,2,1.45,0,0.11,0,5.29,0
1738,2045,2,1.45,0,0.11,0,3.71,0
1739.01,2045,2,1.45,0,0.11,0,8.68,0
1739.02,2045,2,1.45,0,0.11,0,8.68,0
1739.03,2045,2,1.45,0,0.11,0,8.68,0
1740,2045,2,1.45,0,0.11,0,7.43,0
1741.01,2045,2,1.45,0,0.11,0,8.68,0
1741.02,2045,2,1.45,0,0.11,0,8.68,0
1741.03,2045,2,1.45,0,0.11,0,8.68,0
1742.01,2045,2,1.45,0,0.11,0,7.16,0
1742.02,2045,2,1.45,0,0.11,0,7.16,0
1743,2045,2,1.45,0,0.11,0,6.17,0
1744.01,2045,2,1.45,0,0.11,0,6.52,0
1744.02,2045,2,1.45,0,0.11,0,6.52,0
1745,2045,2,1.45,0,0.11,0,6.54,0
1746,2045,2,1.45,0,0.11,0,6.24,0
1747,2045,2,1.45,0,0.11,0,6.29,0
1748,2045,2,1.45,0,0.11,0,5.64,0
1749,2045,2,1.45,0,0.11,0,5.95,0
1750.01,2045,2,1.45,0,0.11,0,4.57,0
1750.02,2045,2,1.45,0,0.11,0,4.57,0
1750.03,2045,2,1.45,0,0.11,0,4.57,0
1751,2045,2,1.45,0,0.11,0,5.18,0
1752.01,2045,2,1.45,0,0.11,0,5.15,0
1752.02,2045,2,1.45,0,0.11,0,5.15,0
1753.01,2045,2,1.45,0,0.11,0,5.53,0
1753.02,2045,2,1.45,0,0.11,0,5.53,0
1753.03,2045,2,1.45,0,0.11,0,5.53,0
1754.01,2045,2,1.45,0,0.11,0,4.79,0
1754.02,2045,2,1.45,0,0.11,0,4.79,0
1754.03,2045,2,1.45,0,0.11,0,4.79,0
1755,2045,2,1.45,0,0.11,0,5.36,0
1756,2045,2,1.45,0,0.11,0,3.12,0
1757,2045,2,1.45,0,0.11,0,3.02,0
1758,2045,2,1.45,0,0.11,0,1.61,0
1759,2045,2,1.45,0,0.11,0,0,0
1760,2045,2,1.45,0,0.11,0,0,0
1761,2045,2,1.45,0,0.11,0,4.45,0
1762,2045,2,1.45,0,0.11,0,0,0
1763,2045,2,1.45,0,0.11,0,0,0
1764,2045,2,1.45,0,0.11,0,0,0
1765,2045,2,1.45,0,0.11,0,0,0
1766,2045,2,1.45,0,0.11,0,0,0
1767,2045,2,1.45,0,0.11,0,0,0
1768,2045,2,1.45,0,0.11,0,4.81,0
1769,2045,2,1.45,0,0.11,0,4.38,0
1770.01,2045,2,1.45,0,0.11,0,5.35,0
1770.02,2045,2,1.45,0,0.11,0,5.35,0
1771,2045,2,1.45,0,0.11,0,0,0
1772,2045,2,1.45,0,0.11,0,0.48,0
1773,2045,2,1.45,0,0.11,0,2.98,0
1774,2045,2,1.45,0,0.11,0,0,0
1775,2045,2,1.45,0,0.11,0,0,0
1776,2045,2,1.45,0,0.11,0,0,0
1777,2045,2,1.45,0,0.11,0,0,0
1778,2045,2,1.45,0,0.11,0,0,0
1779,2045,2,1.45,0,0.11,0,0,0
1780,2045,2,1.45,0,0.11,0,0,0
1781,2045,2,1.45,0,0.11,0,0,0
1782,2045,2,1.45,0,0.11,0,0,0
1783,2045,2,1.45,0,0.11,0,0,0
1784,2045,2,1.45,0,0.11,0,2.4,0
1785,2045,2,1.75,0,0.11,0,3.45,0
1786,2045,2,1.45,0,0.11,0,1.89,0
1787,2045,2,1.45,0,0.11,0,1.71,0
1788,2045,2,1.45,0,0.11,0,0,0
1789,2045,2,1.45,0,0.11,0,0.8,0
1790,2045,2,1.45,0,0.11,0,3.09,0
1791,2045,2,1.75,0,0.11,0,3.22,0
1792,2045,2,1.75,0,0.11,0,2.86,0
1793.01,2045,2,1.75,0,0.11,0,3.19,0
1793.02,2045,2,1.75,0,0.11,0,3.19,0
1794,2045,2,1.45,0,0.11,0,3.15,0
1795,2045,2,1.45,0,0.11,0,3.19,0
1796.01,2045,2,1.75,0,0.11,0,3.82,0
1796.02,2045,2,1.75,0,0.11,0,3.82,0
1796.03,2045,2,1.75,0,0.11,0,3.82,0
1797.01,2045,2,1.75,0,0.11,0,3.86,0
1797.02,2045,2,1.75,0,0.11,0,3.86,0
1797.03,2045,2,1.75,0,0.11,0,3.86,0
1798.01,2045,2,1.75,0,0.11,0,2.77,0
1798.02,2045,2,1.75,0,0.11,0,2.77,0
1798.03,2045,2,1.75,0,0.11,0,2.77,0
1798.04,2045,2,1.75,0,0.11,0,2.77,0
1799,2045,2,1.75,0,0.11,0,1.75,0
1800.01,2045,2,1.75,0,0.11,0,2.45,0
1800.02,2045,2,1.75,0,0.11,0,2.45,0
1800.03,2045,2,1.75,0,0.11,0,2.45,0
1800.04,2045,2,1.75,0,0.11,0,2.45,0
1800.05,2045,2,1.75,0,0.11,0,2.45,0
1800.06,2045,2,1.75,0,0.11,0,2.45,0
1801,2045,2,1.75,0,0.11,0,1.9,0
1802,2045,2,1.45,0,0.11,0,1.26,0
1803,2045,2,1.45,0,0.11,0,1.5,0
1804,2045,2,1.45,0,0.11,0,1.21,0
1805,2045,2,1.45,0,0.11,0,0,0
1806,2045,2,1.45,0,0.11,0,1.18,0
1807,2045,2,1.45,0,0.11,0,0.57,0
1808,2045,2,1.45,0,0.11,0,2.21,0
1809,2045,2,1.45,0,0.11,0,0.8,0
1810,2045,2,1.45,0,0.11,0,1.08,0
1811,2045,2,1.45,0,0.11,0,0,0
1812,2045,2,1.45,0,0.11,0,5.32,0
1813,2045,2,1.45,0,0.11,0,6.94,0
1814.01,2045,2,1.45,0,0.11,0,5.35,0
1814.02,2045,2,1.45,0,0.11,0,5.35,0
1815,2045,2,1.45,0,0.11,0,4.12,0
1816,2045,2,1.45,0,0.11,0,3.92,0
1817.01,2045,2,1.45,0,0.11,0,5.64,0
1817.02,2045,2,1.45,0,0.11,0,5.64,0
1817.03,2045,2,1.45,0,0.11,0,5.64,0
1818,2045,2,1.45,0,0.11,0,2.33,0
1819,2045,2,1.45,0,0.11,0,0,0
1820,2045,2,1.45,0,0.11,0,2.11,0
1821,2045,2,1.45,0,0.11,0,1.93,0
1822,2045,2,1.45,0,0.11,0,3.6,0
1823,2045,2,1.45,0,0.11,0,2.46,0
1824,2045,2,1.45,0,0.11,0,1.55,0
1825,2045,2,1.45,0,0.11,0,2.17,0
1826,2045,2,1.45,0,0.11,0,0,0
1827,2045,2,1.45,0,0.11,0,0,0
1828,2045,2,1.45,0,0.11,0,0,0
1829,2045,2,1.45,0,0.11,0,0,0
1830,2045,2,1.45,0,0.11,0,2.65,0
1831,2045,2,1.45,0,0.11,0,4.19,0
1832.01,2045,2,1.45,0,0.11,0,7.44,0
1832.02,2045,2,1.45,0,0.11,0,7.44,0
1832.03,2045,2,1.45,0,0.11,0,7.44,0
1833.01,2045,2,1.45,0,0.11,0,8.15,0
1833.02,2045,2,1.45,0,0.11,0,8.15,0
1833.03,2045,2,1.45,0,0.11,0,8.15,0
1834,2045,2,1.45,0,0.11,0,3.85,0
1835,2045,2,1.45,0,0.11,0,6.54,0
1836,2045,2,1.45,0,0.11,0,6.82,0
1837,2045,2,1.45,0,0.11,0,8.12,0
1838.01,2045,2,1.45,0,0.11,0,9.35,0
1838.02,2045,2,1.45,0,0.11,0,9.35,0
1839,2045,2,1.45,0,0.11,0,9.39,0
1840,2045,2,1.45,0,0.11,0,8.87,0
1841.01,2045,2,1.45,0,0.11,0,9.63,0
1841.02,2045,2,1.45,0,0.11,0,9.63,0
1841.03,2045,2,1.45,0,0.11,0,9.63,0
1841.04,2045,2,1.45,0,0.11,0,9.63,0
1842.01,2045,2,1.45,0,0.11,0,9.49,0
1842.02,2045,2,1.45,0,0.11,0,9.49,0
1843.01,2045,2,1.45,0,0.11,0,9.19,0
1843.02,2045,2,1.45,0,0.11,0,9.19,0
1844,2045,2,1.45,0,0.11,0,8.57,0
1845.01,2045,2,1.45,0,0.11,0,9.8,0
1845.02,2045,2,1.45,0,0.11,0,9.8,0
1845.03,2045,2,1.45,0,0.11,0,9.8,0
1846.01,2045,2,1.45,0,0.11,0,9.61,0
1846.02,2045,2,1.45,0,0.11,0,9.61,0
1847.01,2045,2,1.45,0,0.11,0,9.32,0
1847.02,2045,2,1.45,0,0.11,0,9.32,0
1848.01,2045,2,1.45,0,0.11,0,8.05,0
1848.02,2045,2,1.45,0,0.11,0,8.05,0
1849.01,2045,2,1.45,0,0.11,0,8.98,0
1849.02,2045,2,1.45,0,0.11,0,8.98,0
1850,2045,2,1.45,0,0.11,0,8.13,0
1851.01,2045,2,1.45,0,0.11,0,5.72,0
1851.02,2045,2,1.45,0,0.11,0,5.72,0
1852.01,2045,2,1.45,0,0.11,0,8.63,0
1852.02,2045,2,1.45,0,0.11,0,8.63,0
1853.01,2045,2,1.45,0,0.11,0,8.74,0
1853.02,2045,2,1.45,0,0.11,0,8.74,0
1854.01,2045,2,1.45,0,0.11,0,8.5,0
1854.02,2045,2,1.45,0,0.11,0,8.5,0
1855,2045,2,1.45,0,0.11,0,8.52,0
1856,2045,2,1.45,0,0.11,0,5.48,0
1857,2045,2,1.45,0,0.11,0,2.12,0
1858,2045,2,1.45,0,0.11,0,1.45,0
1859,2045,2,1.45,0,0.11,0,6.03,0
1860,2045,2,1.45,0,0.11,0,8.34,0
