"Geo","Year","UrbanArea","TownArea","RuralArea"
1923,2019,75.9503912703682,0,0
1924,2019,278.71150250491,0,0
1925,2019,92.1942766205147,0,0
1926,2019,97.4992695820225,0,0
1927,2019,83.7629642126877,0,0
1928,2019,70.4376991045661,0,0
1929,2019,77.3414390936188,0,0
1930,2019,260.399275548526,0,0
1931,2019,480.840656563043,0,0
1932,2019,133.972741544273,0,0
1933,2019,142.30531316733,0,0
1934,2019,78.405130231989,0,0
1935,2019,428.148349985239,0,0
1936,2019,170.693035225433,0,0
1937,2019,99.170528752819,0,0
1938,2019,182.170713576673,0,0
1939,2019,128.49968595326,0,0
1940,2019,170.509557566028,0,0
1941,2019,0,0,15.4031728914094
1942,2019,0,0,14.8760828689568
1943.01,2019,0,0,7.39116877856935
1943.02,2019,0,0,5.64430733975118
1943.03,2019,0,0,15.267808202411
1944.01,2019,0,0,9.95047751913374
1944.02,2019,24.1862962552681,0,0
1944.03,2019,30.5971213812854,0,0
1944.04,2019,6.49436395626449,0,0
1944.05,2019,38.6093742336234,0,0
1944.06,2019,0,0,16.6765298156211
1945.01,2019,0,0,5.47387511577833
1945.02,2019,0,0,34.6135946850473
1945.03,2019,43.6376118347311,0,0
1946,2019,27.8214589096647,0,0
1947,2019,392.653443262474,0,0
1948,2019,388.99996123829,0,0
1949,2019,484.670741632118,0,0
1950,2019,507.610772787812,0,0
1951,2019,406.464514308632,0,0
1952,2019,385.262108019053,0,0
1953,2019,470.100902016889,0,0
1954,2019,697.159735371323,0,0
1955,2019,0,41.670020977936,0
1956,2019,112.277273747555,0,0
1957,2019,246.781660165461,0,0
1958,2019,0,0,13.6633053994835
1959,2019,449.374054022209,0,0
1960,2019,288.482192686518,0,0
1961,2019,332.448528843357,0,0
1962,2019,432.507694398451,0,0
1963,2019,240.438453169888,0,0
1964,2019,51.2967116789958,0,0
1965,2019,0,0,144.24105342687
1966.01,2019,41.5615947310116,0,0
1966.02,2019,0,0,74.1208831828118
1967,2019,175.986100304757,0,0
1968.01,2019,102.938404344358,0,0
1968.02,2019,0,0,42.051167850615
1969.01,2019,0,0,54.0845175948962
1969.02,2019,105.906478742907,0,0
1970,2019,0,99.3512893456959,0
1971,2019,0,0,166.428764761531
1972.01,2019,0,0,25.9295664241595
1972.02,2019,0,0,36.4759153461087
1972.03,2019,35.6467806886116,0,0
1972.04,2019,0,67.3583294221306,0
1973.01,2019,0,0,48.1279192250575
1973.02,2019,68.4298406507053,0,0
1973.03,2019,0,0,43.9367434323268
1973.04,2019,0,0,57.0320507314629
1974,2019,352.629806823067,0,0
1975,2019,735.806601990028,0,0
1976,2019,994.929484751249,0,0
1977,2019,455.967782887031,0,0
1978,2019,891.19053834159,0,0
1979,2019,750.396927994332,0,0
1980,2019,683.453838823037,0,0
1981,2019,509.326236619056,0,0
1982,2019,278.370046052051,0,0
1983,2019,0,0,95.4678241316881
1984,2019,443.942098203513,0,0
1985,2019,509.981586089303,0,0
1986,2019,874.596095711451,0,0
1987,2019,457.200686530956,0,0
1988,2019,217.886492494042,0,0
1989.01,2019,774.048905529879,0,0
1989.02,2019,0,0,46.4215705773054
1989.03,2019,27.9676261777393,0,0
1990,2019,491.713452011332,0,0
1991,2019,44.4685717683002,0,0
1992,2019,0,0,24.7128504349751
1993,2019,0,0,12.283976274903
1994,2019,0,0,50.4605979690602
1995,2019,0,0,23.9772159154852
1996,2019,537.471435410764,0,0
1997,2019,239.626626034768,0,0
1998,2019,795.876396314561,0,0
1999,2019,129.26834502015,0,0
2000,2019,326.484496274655,0,0
2001,2019,155.014307612666,0,0
2002,2019,137.058417149577,0,0
2003,2019,426.552240081186,0,0
2004,2019,99.9967079829543,0,0
2005,2019,122.493768834349,0,0
2006.01,2019,0,0,171.268654513312
2006.02,2019,20.2423637717244,0,0
2007,2019,649.068105551699,0,0
2008,2019,337.291995415399,0,0
2009,2019,170.487038370958,0,0
2010,2019,94.2000112285968,0,0
2011,2019,437.868000252894,0,0
2012.01,2019,145.928712502524,0,0
2012.02,2019,0,0,41.3361824853602
2013.01,2019,0,0,348.650550907118
2013.02,2019,0,0,56.7908906858765
2014,2019,309.529145821542,0,0
2015,2019,195.752667694691,0,0
2016,2019,0,0,29.1443672053018
2017,2019,0,0,31.5422991513688
2018.01,2019,0,0,16.2261437191726
2018.02,2019,0,0,32.3825056031047
2018.03,2019,0,0,32.0519470240844
2019,2019,79.7844423756218,0,0
2020,2019,313.045364987793,0,0
2021,2019,205.829072489318,0,0
2022,2019,54.1296104749887,0,0
2023,2019,338.658055526279,0,0
2024,2019,146.76421991352,0,0
2025.01,2019,105.240196929203,0,0
2025.02,2019,0,0,66.4178131404509
2025.03,2019,0,0,52.3385554809704
2026,2019,37.8767423910549,0,0
2027,2019,0,0,71.8858824769342
2028,2019,0,0,85.5886375342892
2029,2019,50.8610812088206,0,0
2030,2019,146.470468742064,0,0
2031,2019,141.181180843745,0,0
2032,2019,0,0,146.058284617651
2033,2019,458.546790830519,0,0
2034,2019,835.570266775433,0,0
2035,2019,455.785659775814,0,0
2036.01,2019,0,0,865.967614687295
2036.02,2019,352.524260072809,0,0
2036.03,2019,283.841319064583,0,0
2037,2019,320.343783210411,0,0
2038,2019,524.926452601917,0,0
2039,2019,106.456512174283,0,0
2040,2019,87.894645159602,0,0
2041,2019,310.412701622033,0,0
2042,2019,0,471.117016585687,0
2043,2019,303.62589394507,0,0
2044.01,2019,340.456763896864,0,0
2044.02,2019,33.5442166735485,0,0
2045,2019,60.6481176172377,0,0
2046,2019,0,27.3714146187348,0
2047.01,2019,269.256941659481,0,0
2047.02,2019,19.73126606264,0,0
2048,2019,275.55596150337,0,0
2049,2019,674.368566801213,0,0
2050,2019,136.661201667819,0,0
2051,2019,334.496124758559,0,0
2052,2019,318.59040909501,0,0
2053,2019,312.144754156866,0,0
2054,2019,194.548736671759,0,0
2055,2019,135.024486375426,0,0
2056,2019,0,0,89.3214438875419
2057,2019,273.99403175897,0,0
2058,2019,178.554332158193,0,0
2059,2019,120.921250714094,0,0
2060,2019,233.632772549804,0,0
2061.01,2019,0,8.91313772833737,0
2061.02,2019,33.3181845907953,0,0
2062.01,2019,37.969655974572,0,0
2062.02,2019,64.123339228769,0,0
2062.03,2019,454.567633221115,0,0
2063.01,2019,76.0341479377045,0,0
2063.02,2019,0,0,5.46161842724779
2064,2019,47.7284732031992,0,0
2065,2019,115.81903431496,0,0
2066.01,2019,0,0,3.87721765063546
2066.02,2019,0,206.746580469097,0
2067,2019,615.952934804915,0,0
2068,2019,1143.77374486641,0,0
2069.01,2019,590.145476528955,0,0
2069.02,2019,0,0,31.0542594381953
2070,2019,496.094748968485,0,0
2071,2019,0,385.104454877514,0
2072,2019,392.422980252923,0,0
2073.01,2019,150.847852577729,0,0
2073.02,2019,48.7544183658059,0,0
2073.03,2019,711.786550731205,0,0
2074.01,2019,0,0,32.8844644634543
2074.02,2019,43.9033141908454,0,0
2075.01,2019,39.7261226773305,0,0
2075.02,2019,96.9340992896091,0,0
2076.01,2019,135.267100885679,0,0
2076.02,2019,136.595501767958,0,0
2076.03,2019,21.810797659275,0,0
2077,2019,438.545631992452,0,0
2078,2019,179.125461969912,0,0
2079.01,2019,69.8289930194151,0,0
2079.02,2019,549.36524240265,0,0
2080.01,2019,25.8159643411674,0,0
2080.02,2019,31.4460285463563,0,0
2080.03,2019,23.8877327337701,0,0
2080.04,2019,64.9139363046723,0,0
2081,2019,114.506206906564,0,0
2082,2019,718.851150888733,0,0
2083,2019,94.107093632423,0,0
2084,2019,37.6309878032992,0,0
2085.01,2019,0,60.4251552024225,0
2085.02,2019,284.195115300088,0,0
2086.01,2019,52.1540343507214,0,0
2086.02,2019,97.8000088146835,0,0
2086.03,2019,0,0,60.1594000921692
2087,2019,0,417.774289911841,0
2088,2019,0,1026.49106824351,0
2089.01,2019,0,1351.80573994275,0
2089.02,2019,0,187.590436315349,0
2089.03,2019,505.972920040606,0,0
2089.04,2019,736.721012323215,0,0
2090,2019,0,0,2052.07315653106
2091,2019,0,0,1854.36547850656
2092,2019,0,346.829791907706,0
2093,2019,0,0,1021.77518144826
2094,2019,0,0,392.171702721426
2095,2019,0,1504.18022418401,0
2096.01,2019,0,0,759.812885326832
2096.02,2019,226.181204963303,0,0
2097,2019,153.988034596289,0,0
2098,2019,339.001083171146,0,0
2099.01,2019,286.564402979993,0,0
2099.02,2019,0,0,382.14656925293
2100,2019,0,0,1083.85049488048
2101,2019,0,0,223.414107983476
2102,2019,0,493.455313528127,0
2103,2019,0,0,53.1729663040999
2104,2019,151.943406252337,0,0
2105,2019,0,0,237.555813170048
2106,2019,562.108136656743,0,0
2107,2019,0,0,47.2455749489743
2108,2019,327.242117159358,0,0
2109,2019,114.135961073006,0,0
2110,2019,0,76.4165717431156,0
2111.01,2019,100.486067672136,0,0
2111.02,2019,0,0,744.33390741781
2112.01,2019,0,0,626.894637430368
2112.02,2019,0,0,194.56625188039
2112.03,2019,0,0,128.159841553307
2112.04,2019,0,0,246.29319533865
2112.05,2019,26.8643813514019,0,0
2112.06,2019,0,0,155.810204208137
2113,2019,157.322859973096,0,0
2114.01,2019,0,0,33.5766222070463
2114.02,2019,240.856539254759,0,0
2114.03,2019,152.219287352504,0,0
2115.01,2019,0,67.8139013085384,0
2115.02,2019,0,0,187.632491033966
2116.01,2019,0,0,231.804457257872
2116.02,2019,0,0,43.6792277335929
2117.01,2019,0,0,176.809266728498
2117.02,2019,0,0,64.3249809247205
2118,2019,231.620273404342,0,0
2119,2019,0,0,254.056822989682
2120,2019,0,0,193.411514743569
2121,2019,0,0,109.046242625534
2122,2019,0,0,200.102319092044
2123,2019,0,0,408.31420243708
2124,2019,0,0,380.899837043586
2125,2019,811.134086802669,0,0
2126,2019,624.39600691984,0,0
2127,2019,443.222466174577,0,0
2128,2019,943.385397513175,0,0
2129,2019,556.233796068099,0,0
2130,2019,453.117797591479,0,0
2131,2019,1202.63136225208,0,0
2132,2019,987.947176654613,0,0
2133,2019,653.553778131371,0,0
2134,2019,395.195659936404,0,0
2135,2019,789.608734467663,0,0
2136,2019,540.255250603753,0,0
2137,2019,390.298437633994,0,0
2138,2019,660.718774705984,0,0
2139,2019,434.823063630684,0,0
2140,2019,480.951710389951,0,0
2141,2019,309.878151080828,0,0
2142,2019,714.011517947915,0,0
2143,2019,385.106515857791,0,0
2144,2019,790.913828219522,0,0
2145,2019,882.716738600393,0,0
2146,2019,518.400924002137,0,0
2147,2019,704.249633398562,0,0
2148,2019,420.548960292791,0,0
2149,2019,0,756.508516566081,0
2150,2019,839.760769084769,0,0
2151,2019,233.395773779313,0,0
2152,2019,0,1093.26206793628,0
2153,2019,0,670.668430222035,0
2154,2019,0,1193.95219055213,0
2155,2019,0,605.210645092218,0
2156,2019,0,2085.11896244633,0
2157,2019,0,0,1701.59928384558
2158,2019,0,2000.23747427722,0
2159,2019,0,0,790.872719452206
1611,2045,0,1008.0846086204,0
1612,2045,0,0,1191.22305694562
1613,2045,556.958192081894,0,0
1614,2045,93.4706096079986,0,0
1615,2045,0,1758.29199892915,0
1616,2045,0,562.373336354773,0
1617,2045,0,1836.58925724249,0
1618,2045,1554.3951571686,0,0
1619,2045,0,1178.76762386683,0
1620,2045,0,648.630439015822,0
1621,2045,0,680.878616648573,0
1622,2045,0,1328.90666117023,0
1623,2045,0,1322.02846570228,0
1624,2045,0,682.293605194008,0
1625,2045,0,1358.09936905469,0
1626,2045,0,1346.85263643644,0
1627,2045,302.394513620621,0,0
1628.01,2045,0,0,101.579350598222
1628.02,2045,94.4937379146518,0,0
1628.03,2045,188.244004159997,0,0
1629,2045,244.349813592393,0,0
1630.01,2045,160.115836319188,0,0
1630.02,2045,83.0877142632907,0,0
1631,2045,73.4270900155818,0,0
1632.01,2045,105.014299020363,0,0
1632.02,2045,116.069300924512,0,0
1632.03,2045,99.6280316496232,0,0
1632.04,2045,65.5185758472452,0,0
1633,2045,50.5202144907142,0,0
1634,2045,66.394905997298,0,0
1635,2045,898.963801817164,0,0
1636,2045,1121.43962931061,0,0
1637,2045,198.375417405679,0,0
1638.01,2045,139.112130765177,0,0
1638.02,2045,126.631032296902,0,0
1639.01,2045,57.3884200143812,0,0
1639.02,2045,97.1921149286111,0,0
1640,2045,185.190557638813,0,0
1641,2045,0,205.164066273003,0
1642,2045,172.508404254777,0,0
1643,2045,665.783224609434,0,0
1644,2045,109.428863648647,0,0
1645,2045,119.740748190113,0,0
1646,2045,161.065011077559,0,0
1647.01,2045,212.163879143751,0,0
1647.02,2045,39.2512538918073,0,0
1648,2045,125.972641478751,0,0
1649,2045,213.855274894234,0,0
1650,2045,172.373098076714,0,0
1651,2045,0,0,279.090767509361
1652.01,2045,0,87.0498369618692,0
1652.02,2045,247.88030832028,0,0
1653,2045,1099.30866258375,0,0
1654.01,2045,285.368240927102,0,0
1654.02,2045,256.765654739775,0,0
