Geo,Year,D3bp04
2064,2019,0.267615726
2065,2019,18.78370177
2066.01,2019,13.4055702
2066.02,2019,13.17095882
2067,2019,12.57251675
2068,2019,12.51785963
2069.01,2019,6.338892399
2069.02,2019,9.547140973
2070,2019,8.004650363
2071,2019,4.529384326
2072,2019,8.222055717
2073.01,2019,14.9459583
2073.02,2019,14.59433334
2073.03,2019,6.723830388
2074.01,2019,14.04575498
2074.02,2019,8.288487215
2075.01,2019,20.92
2075.02,2019,36.92606022
2076.01,2019,21.49487587
2076.02,2019,32.43039203
2076.03,2019,20.92
2077,2019,10.29491251
2078,2019,1.128830151
2079.01,2019,10.47626397
2079.02,2019,7.854842967
2080.01,2019,9.074419173
2080.02,2019,9.946535152
2080.03,2019,7.940328443
2080.04,2019,9.887431462
2081,2019,23.05301628
2082,2019,29.70094297
2083,2019,10.6236523
2084,2019,18.6962348
2085.01,2019,14.2412226
2085.02,2019,12.39007991
2086.01,2019,10.67657023
2086.02,2019,10.41700328
2086.03,2019,10.23346173
2087,2019,10.42530142
2088,2019,7.188786897
2089.01,2019,3.508217772
2089.02,2019,3.520658761
2089.03,2019,18.0654875
2089.04,2019,10.46484715
2090,2019,2.883798307
2091,2019,0.710856513
2092,2019,0.878872048
2093,2019,0.810228053
2094,2019,0.558077234
2095,2019,0.568833365
2096.01,2019,3.619763453
2096.02,2019,3.268164643
2097,2019,6.520100862
2098,2019,7.745988405
2099.01,2019,1.640749075
2099.02,2019,1.954262119
2100,2019,1.417480238
2101,2019,8.960659909
2102,2019,2.953336014
2103,2019,1.463758424
2104,2019,1.455128466
2105,2019,1.465689298
2106,2019,11.72406432
2107,2019,9.793667304
2108,2019,6.069568633
2109,2019,1.526514364
2110,2019,5.891966557
2111.01,2019,5.734632685
2111.02,2019,0.952505819
2112.01,2019,0.919325787
2112.02,2019,0.885706158
2112.03,2019,0.885706158
2112.04,2019,0.890426483
2112.05,2019,0.04144465
2112.06,2019,0.857724229
2113,2019,7.050702083
2114.01,2019,6.549602318
2114.02,2019,8.671373413
2114.03,2019,13.44734838
2115.01,2019,16.87405259
2115.02,2019,14.82709345
2116.01,2019,5.836928739
2116.02,2019,5.916809788
2117.01,2019,5.916808403
2117.02,2019,6.886589974
2118,2019,3.930037144
2119,2019,3.716357105
2120,2019,3.883472611
2121,2019,3.524330816
2122,2019,3.85926367
2123,2019,0.275701953
2124,2019,0.152951258
2125,2019,10.05822534
2126,2019,4.31988423
2127,2019,4.84278801
2128,2019,10.51691785
2129,2019,7.470425019
2130,2019,6.355999269
2131,2019,8.347973246
2132,2019,5.35468092
2133,2019,4.377466096
2134,2019,4.075932347
2135,2019,16.15063362
2136,2019,13.21463094
2137,2019,7.171442982
2138,2019,13.85518608
2139,2019,7.044040511
2140,2019,17.40870987
2141,2019,9.813209029
2142,2019,10.77774442
2143,2019,8.302159884
2144,2019,13.46633773
2145,2019,6.399096053
2146,2019,6.895165398
2147,2019,18.36589547
2148,2019,7.679282499
2149,2019,1.642234124
2150,2019,7.603862523
2151,2019,1.723549523
2152,2019,0.004133569
2153,2019,0.335643733
2154,2019,0.328189357
2155,2019,0.077746415
2156,2019,0.194850951
2157,2019,0.183120653
2158,2019,0.009009198
2159,2019,0.100729658
1611,2045,1.623341212
1612,2045,0.00494417
1613,2045,8.091913201
1614,2045,18.21772922
1615,2045,0.103360903
1616,2045,0.07310568
1617,2045,0.284394347
1618,2045,14.47839666
1619,2045,0.376667359
1620,2045,0.366548359
1621,2045,1.497868626
1622,2045,0.327568621
1623,2045,1.608905571
1624,2045,1.448260161
1625,2045,1.439269426
1626,2045,1.535451532
1627,2045,1.941183772
1628.01,2045,8.090247613
1628.02,2045,8.111114587
1628.03,2045,8.070079117
1629,2045,5.068685045
1630.01,2045,19.20846784
1630.02,2045,29.38664899
1631,2045,29.01813992
1632.01,2045,17.43368457
1632.02,2045,25.90448161
1632.03,2045,14.32114746
1632.04,2045,9.241350972
1633,2045,2.249712196
1634,2045,9.300493007
1635,2045,6.382481773
1636,2045,3.517023165
1637,2045,20.14834931
1638.01,2045,41.20903099
1638.02,2045,18.73461758
1639.01,2045,14.72765264
1639.02,2045,16.75891733
1640,2045,1.182421343
1641,2045,1.246098453
1642,2045,4.231597167
1643,2045,3.730943315
1644,2045,6.551306502
1645,2045,16.95477399
1646,2045,30.19818073
1647.01,2045,20.70224894
1647.02,2045,31.66533556
1648,2045,28.72318097
1649,2045,9.954550589
1650,2045,0.184944498
1651,2045,6.089355807
1652.01,2045,7.990397066
1652.02,2045,12.20353635
1653,2045,2.797622304
1654.01,2045,6.155955644
1654.02,2045,6.02866876
1655,2045,24.89981969
1656,2045,17.4219774
1657,2045,11.20151305
1658,2045,35.18506464
1659,2045,5.820977894
1660,2045,20.90506985
1661,2045,3.875826273
1662.01,2045,16.81180497
1662.02,2045,23.53093022
1662.03,2045,3.337428432
1663,2045,17.25085764
1664,2045,10.56777174
1665.01,2045,9.769942763
1665.02,2045,4.498069332
1666,2045,4.589630096
1667,2045,6.946302348
1668,2045,4.616618489
1669,2045,0.107748623
1670,2045,3.632432023
1671,2045,7.306895604
1672.01,2045,9.505754434
1672.02,2045,9.395949417
1673.01,2045,0.715841774
1673.02,2045,1.936066102
1673.03,2045,1.868509116
1674,2045,9.277483183
1675.01,2045,1.774054548
1675.02,2045,1.70247543
1676.01,2045,1.725023444
1676.02,2045,1.711613503
1676.03,2045,1.85614375
1677,2045,0.327095245
1678,2045,4.920129541
1679,2045,4.916859297
1680,2045,0.451405238
1681,2045,3.181512143
1682.01,2045,4.837707244
1682.02,2045,3.043267131
1683,2045,4.939034511
1684,2045,4.833834036
1685,2045,2.886170032
1686,2045,2.807290378
1687,2045,1.508059428
1688.01,2045,4.51768792
1688.02,2045,2.990308025
1688.03,2045,2.991002963
1689.01,2045,4.932557306
1689.02,2045,2.992754393
1689.03,2045,2.99101855
1690.01,2045,3.336936982
1690.02,2045,2.935402861
1691,2045,5.187140545
1692,2045,1.040861549
1693,2045,1.085245398
1694,2045,15.18672906
1695,2045,16.84763068
1696,2045,10.48754077
1697,2045,20.23327635
1698,2045,17.75227775
1699,2045,17.54101089
1700,2045,1.702849463
1701,2045,0.900230214
1702,2045,0.703021681
1703,2045,20.77180679
1704.01,2045,8.281183991
1704.02,2045,8.112167417
1704.03,2045,8.019445942
1705,2045,13.50957389
1706,2045,16.28578438
1707,2045,12.88136097
1708,2045,6.823679576
1709,2045,3.211779488
1710,2045,3.208586784
1711,2045,0.203690709
1712,2045,1.109381397
1713,2045,0.500685436
1714,2045,0.506913646
1715,2045,4.739039922
1716,2045,2.416337434
1717,2045,6.906984488
1718,2045,2.408080685
1719,2045,3.218202219
1720,2045,1.060534793
1721,2045,1.06291049
1722,2045,1.080542502
1723,2045,0.894247933
1724,2045,8.057685584
1725.01,2045,0.809492986
1725.02,2045,0.807977425
1726.01,2045,0.997016801
1726.02,2045,1.098900901
1727,2045,7.886515144
1728.01,2045,3.045037525
1728.02,2045,3.542925415
1729.01,2045,7.935579302
1729.02,2045,7.892831998
1730.01,2045,1.831661729
1730.02,2045,3.511821407
1731.01,2045,44.26875207
1731.02,2045,44.36004916
1731.03,2045,43.40075887
1732,2045,16.69158547
1733,2045,13.96514314
1734,2045,4.41904876
1735,2045,12.35362054
1736,2045,35.14903693
1737,2045,15.51973505
1738,2045,3.135495805
1739.01,2045,15.19169371
1739.02,2045,117.3450557
1739.03,2045,86.00397768
1740,2045,11.59230783
1741.01,2045,14.50750368
1741.02,2045,14.85566278
1741.03,2045,14.84012842
1742.01,2045,13.28724015
1742.02,2045,13.46206221
1743,2045,13.44790262
1744.01,2045,2.957356054
1744.02,2045,3.476582604
1745,2045,3.203195332
1746,2045,1.993732256
1747,2045,8.969845753
1748,2045,25.13087709
1749,2045,7.951949862
1750.01,2045,15.72934181
1750.02,2045,9.714920187
1750.03,2045,16.01422404
1751,2045,59.81388458
1752.01,2045,45.19955464
1752.02,2045,89.21450582
1753.01,2045,7.93
1753.02,2045,8.053628379
1753.03,2045,7.964943874
1754.01,2045,7.760534738
1754.02,2045,38.07670242
1754.03,2045,36.61423621
1755,2045,18.83121328
1756,2045,1.869689462
1757,2045,8.621821216
1758,2045,3.766791938
1759,2045,4.170251708
1760,2045,5.549481906
1761,2045,20.72259329
1762,2045,7.943634471
1763,2045,0.783684612
1764,2045,1.992194365
1765,2045,1.891704226
1766,2045,4.680139601
1767,2045,15.19200431
1768,2045,18.07039469
1769,2045,13.16501463
1770.01,2045,2.633327185
1770.02,2045,3.065149969
1771,2045,1.032641431
1772,2045,5.158809127
1773,2045,2.839202717
1774,2045,1.732883841
1775,2045,2.898828855
1776,2045,2.558582526
1777,2045,0.064096677
1778,2045,6.166851583
1779,2045,13.0085994
1780,2045,1.374348167
1781,2045,1.69866942
1782,2045,1.682247849
1783,2045,1.820696073
1784,2045,1.126375232
1785,2045,5.867704679
1786,2045,11.42855877
1787,2045,11.5149817
1788,2045,2.17906517
1789,2045,3.962556055
1790,2045,19.57362313
1791,2045,7.930434322
1792,2045,3.759209684
1793.01,2045,8.1
1793.02,2045,8.099637861
1794,2045,5.541227586
1795,2045,13.56504718
1796.01,2045,6.510107779
1796.02,2045,15.94999706
1796.03,2045,12.0535678
1797.01,2045,16.89
1797.02,2045,16.97031889
1797.03,2045,16.38496496
1798.01,2045,13.81614786
1798.02,2045,18.00501489
1798.03,2045,2.837140828
1798.04,2045,2.342505122
1799,2045,3.595298047
1800.01,2045,8.12968844
1800.02,2045,18.0117679
1800.03,2045,5.463433678
1800.04,2045,2.171840533
1800.05,2045,2.441269223
1800.06,2045,6.445223702
1801,2045,3.930771462
1802,2045,25.76535654
1803,2045,9.022856365
1804,2045,8.634054238
1805,2045,20.4992373
1806,2045,18.84561727
1807,2045,10.42525129
1808,2045,8.948741201
1809,2045,11.91461964
1810,2045,18.57491114
1811,2045,3.069099125
1812,2045,10.23201261
1813,2045,10.44041644
1814.01,2045,4.087735516
1814.02,2045,11.52181338
1815,2045,24.50984866
1816,2045,9.378101007
1817.01,2045,4
1817.02,2045,3.97886785
1817.03,2045,4
1818,2045,9.077882796
1819,2045,12.45261357
1820,2045,10.33224653
1821,2045,18.83875397
1822,2045,9.97908882
1823,2045,18.86584634
1824,2045,19.19644959
1825,2045,9.567174199
1826,2045,2.824377152
1827,2045,10.49779704
1828,2045,2.335313504
1829,2045,2.345887202
1830,2045,9.293950359
1831,2045,8.801491652
1832.01,2045,6.950532779
1832.02,2045,9.300343093
1832.03,2045,10.03017699
1833.01,2045,1.817976099
1833.02,2045,1.814612045
1833.03,2045,1.776588708
1834,2045,1.211611163
1835,2045,1.212307074
1836,2045,5.075829107
1837,2045,5.099641744
1838.01,2045,4.859435734
1838.02,2045,5.109998263
1839,2045,10.54383948
1840,2045,5.122206229
1841.01,2045,10.50680687
1841.02,2045,10.41949535
1841.03,2045,10.85395783
1841.04,2045,10.55847984
1842.01,2045,10.905
1842.02,2045,10.905
1843.01,2045,10.90410887
1843.02,2045,10.90913248
1844,2045,10.905
1845.01,2045,10.60438851
1845.02,2045,10.558487
1845.03,2045,10.905
1846.01,2045,10.55581061
1846.02,2045,10.905
1847.01,2045,0.033471073
1847.02,2045,0.059480524
1848.01,2045,17.00954611
1848.02,2045,6.755556745
1849.01,2045,10.94166881
1849.02,2045,7.874374117
1850,2045,24.35632187
1851.01,2045,12.87172268
1851.02,2045,13.02557524
1852.01,2045,13.1494187
1852.02,2045,14.15766734
1853.01,2045,12.41302535
1853.02,2045,12.36199242
1854.01,2045,12.52875733
1854.02,2045,12.68685165
1855,2045,10.90742011
1856,2045,39.65614414
1857,2045,26.37724517
1858,2045,6.925357858
1859,2045,7.160273752
1860,2045,30.35316434
1861,2045,10.42092685
1862,2045,23.97177775
1863,2045,10.22377663
1864,2045,21.04396088
1865.01,2045,18.47832789
1865.02,2045,18.88833846
1865.03,2045,21.04615403
1865.04,2045,21.04615403
1866.01,2045,33.95417787
1866.02,2045,108.7767578
1866.03,2045,2.197322537
1867.01,2045,1.517243843
1867.02,2045,0
1868.01,2045,5.100041003
1868.02,2045,5.008886721
1868.03,2045,5.119982186
1869.01,2045,0.10644808
1869.02,2045,0.816905352
1870,2045,0.183812006
1871,2045,2.993571748
1872,2045,1.797082084
1873,2045,25.81474742
1874,2045,20.56771306
1875,2045,7.932238741
1876,2045,13.55349797
1877,2045,3.350315399
1878,2045,13.08700836
1879,2045,18.61894484
1880,2045,3.559249882
1881,2045,10.60511635
1882,2045,0.801917637
1883,2045,6.592393265
1884,2045,3.227959335
1885,2045,0.009093379
1886,2045,1.099171293
1887,2045,0.081243206
1888,2045,1.211425653
1889,2045,1.243166521
1890,2045,1.035602411
1891,2045,6.119643315
1892,2045,3.478196088
1893,2045,0.987200257
1894,2045,0.985173407
1895,2045,0.992013436
1896,2045,0.937831978
1897,2045,0.31460074
1898,2045,0.93726815
1899,2045,0.218292088
