"modelName","Income","Bzone","OwnCost","WalkTrips","BikeTrips","TransitTrips","VehicleTrips","DailyGGE","DailyKWH","DailyCO2e"
"VERSPM_NVTA_A2",199957.136488792,"1639.02",6005.65991792615,0.723421381103092,0.0234589998298841,0.123353377963122,2.58975695989629,0,0.240966973267379,1.90604392607373
"VERSPM_NVTA_A2",270141.737029514,"1973.01",8638.26321713526,1.17364973637161,0.0565766157425879,1.08293980921572,4.68228355587707,0.482685439988005,0.170570796583878,7.12018788732848
"VERSPM_NVTA_A2",106026.032909443,"1762",6853.18671179425,0.737723876617266,0.0240205085989434,0.0899839919197123,5.98344665839478,1.27950028241049,0,15.2993465571719
